,target_return,exp_market_change,rates,Net_Profit,Non_current_liabilities,Debt_M,Debt_Per_Capita,CPI_perc,GDP_Mill_dollars,GDP_Growth_perc,Unemployment_alt
121,-0.005703422053231932,0.07004522787892845,5.8,7340.0,766930.0,156650,2861.0,4.079,317.568,1.3,25.0
122,-0.10703725606150204,-0.040990030040489366,6.24,21623.0,914060.0,156650,2861.0,4.079,317.568,1.3,25.0
123,0.017543859649122858,0.06024565745451212,7.04,10480.0,947634.0,152509,2742.0,6.943,294.9,0.3,24.9
124,0.08347457627118637,0.020089725352883246,7.29,22563.0,958882.0,152509,2742.0,6.943,294.9,0.3,24.9
125,0.016818500350385346,-0.03780891923184413,7.08,241.0,31822.0,130020,2557.0,5.468,375.304,3.0,24.7
126,0.08645003065603918,-0.03447847682119205,6.42,106.0,31133.0,130020,2557.0,5.468,375.304,3.0,24.7
127,0.03052064631956908,0.0662768752544129,5.53,-54.0,33869.0,159429,3091.0,3.571,416.879,3.3,24.7
128,-0.001612903225806428,-0.1024783232061173,5.49,90.0,39965.0,159429,3091.0,3.571,416.879,3.3,24.7
129,0.02634194831013925,0.054800250993516,5.5,255.0,44503.0,162398,3104.0,6.34,396.332,2.2,25.0
130,-0.06967984934086624,0.07416415456289395,5.05,-127.0,48394.0,162398,3104.0,6.34,396.332,2.2,25.0
131,0.03702290076335868,0.02649534780682322,5.04,-111.0,50174.0,161760,3046.0,5.858,366.802,2.5,24.6
132,0.04914529914529919,0.0410009624639076,5.09,-211.0,56697.0,161760,3046.0,5.858,366.802,2.5,24.6
133,0.013651877133105785,0.0762595324415552,5.73,3195.0,23759.0,164828,3057.0,5.88,351.116,1.7,25.1
134,0.027799530148786108,0.027664389031857303,6.01,6110.0,77091.0,164828,3057.0,5.88,351.116,1.7,25.1
135,-0.15033783783783786,0.06813221787760299,5.8,3744.0,24962.0,156650,2861.0,4.079,317.568,1.3,25.0
136,-0.02921437031188312,-0.07518049370974017,6.16,6548.0,30372.0,156650,2861.0,4.079,317.568,1.3,25.0
137,0.002873563218390718,0.03898745620974122,7.04,5088.0,32796.0,152509,2742.0,6.943,294.9,0.3,24.9
138,-0.014457831325301209,-0.03447554932993247,7.29,6653.0,43436.0,152509,2742.0,6.943,294.9,0.3,24.9
139,-0.07455012853470433,0.0016779896865024148,7.08,1269.0,10649.0,130020,2557.0,5.468,375.304,3.0,24.7
140,0.22643478260869565,-0.025883319638455214,6.42,4715.0,11072.0,130020,2557.0,5.468,375.304,3.0,24.7
141,-0.1699074074074074,0.050719965613582635,5.53,2070.0,10680.0,159429,3091.0,3.571,416.879,3.3,24.7
142,0.03602373887240362,-0.0845889690938398,5.49,6638.0,11480.0,159429,3091.0,3.571,416.879,3.3,24.7
143,-0.13491625253083006,0.09712840888567817,5.5,3482.0,13657.0,162398,3104.0,6.34,396.332,2.2,25.0
144,0.11029411764705888,0.07537757124308071,5.05,5010.0,14076.0,162398,3104.0,6.34,396.332,2.2,25.0
145,-0.3625827814569537,0.08536841159020765,5.04,813.0,14996.0,161760,3046.0,5.858,366.802,2.5,24.6
146,0.043171806167400906,0.033503457359236086,5.09,2143.0,19656.0,161760,3046.0,5.858,366.802,2.5,24.6
147,-0.008859649122807012,0.08279736634720491,5.56,1304.0,19430.0,164828,3057.0,5.88,351.116,1.7,25.1
148,-0.1282077922077922,0.010821118921436015,6.01,569.0,18718.0,164828,3057.0,5.88,351.116,1.7,25.1
149,-0.13931111421001252,0.08576894707726351,5.88,249.0,18673.0,156650,2861.0,4.079,317.568,1.3,25.0
150,-0.2960819234194123,-0.06119577452593297,6.24,-2372.0,17343.0,156650,2861.0,4.079,317.568,1.3,25.0
151,0.5403225806451613,-0.049372820035096084,6.93,2913.0,19483.0,152509,2742.0,6.943,294.9,0.3,24.9
152,-0.28804841149773075,-0.006532355241739425,7.29,-70.0,18814.0,152509,2742.0,6.943,294.9,0.3,24.9
153,-0.011733333333333372,0.15554169265959658,5.65,246993.0,11465692.0,130020,2557.0,5.468,375.304,3.0,24.7
154,0.1080396222068647,0.009075667006852313,5.49,178920.0,11934621.0,159429,3091.0,3.571,416.879,3.3,24.7
155,0.14461809377063606,-0.02243621237430808,5.58,247527.0,19226679.0,162398,3104.0,6.34,396.332,2.2,25.0
156,0.2055678466076696,0.08791775435882561,4.93,168472.0,18810234.0,162398,3104.0,6.34,396.332,2.2,25.0
157,-0.006776087938563435,-0.021447128406389918,5.12,317491.0,19486567.0,161760,3046.0,5.858,366.802,2.5,24.6
158,0.029126213592232997,0.09298317014196453,5.79,331666.0,17797912.0,164828,3057.0,5.88,351.116,1.7,25.1
159,0.0018307959144343575,-0.007444602117672744,5.84,121624.0,17645543.0,164828,3057.0,5.88,351.116,1.7,25.1
160,-0.04047428011054655,0.0077736046816315844,5.76,245509.0,15789745.0,156650,2861.0,4.079,317.568,1.3,25.0
161,-0.12625489195167605,0.05662255400972741,6.33,197607.0,7917385.0,156650,2861.0,4.079,317.568,1.3,25.0
162,0.08067415730337069,-0.05295637505071426,7.48,229918.0,17152929.0,152509,2742.0,6.943,294.9,0.3,24.9
163,0.022604951560817987,-0.02828504179855532,7.08,1261.0,11792.0,130020,2557.0,5.468,375.304,3.0,24.7
164,0.3029737850999896,-0.03447847682119205,6.42,2085.0,8737.0,130020,2557.0,5.468,375.304,3.0,24.7
165,0.10477614730348628,-0.1024783232061173,5.49,2562.0,11671.0,159429,3091.0,3.571,416.879,3.3,24.7
166,0.13390928725701934,0.07033198665027228,5.5,1350.0,12406.0,162398,3104.0,6.34,396.332,2.2,25.0
167,-0.03261915615661248,0.05587063668894741,5.05,2980.0,13458.0,162398,3104.0,6.34,396.332,2.2,25.0
168,0.12562814070351758,0.02649534780682322,5.04,1579.0,17542.0,161760,3046.0,5.858,366.802,2.5,24.6
169,-0.051839146178768836,0.03771230126431168,5.09,3294.0,14393.0,161760,3046.0,5.858,366.802,2.5,24.6
170,0.2296368989205102,0.0800896107532904,5.56,1734.0,21012.0,164828,3057.0,5.88,351.116,1.7,25.1
171,-0.00928227238143542,0.027664389031857303,6.01,3272.0,37728.0,164828,3057.0,5.88,351.116,1.7,25.1
172,-0.022086983893814586,0.04863384327610395,5.88,1426.0,27355.0,156650,2861.0,4.079,317.568,1.3,25.0
173,-0.1259134345137718,-0.06538395316804407,6.16,3054.0,23582.0,156650,2861.0,4.079,317.568,1.3,25.0
174,0.015384615384615332,-0.07615290611667345,6.93,1699.0,32238.0,152509,2742.0,6.943,294.9,0.3,24.9
175,-0.033307651277188384,-0.05008948223726164,7.3,3049.0,26767.0,152509,2742.0,6.943,294.9,0.3,24.9
176,-0.1283872665088135,0.015143603133159269,6.95,-338.8,3807.4,130020,2557.0,5.468,375.304,3.0,24.7
